category,company,env_relevant,has_metric,sentence,source_file,year
vision,LSE_RIGD_ESG,True,False,"In FY 2021-22, the set the goal to reach 450 GW of accounts for one of the lowest and Machine Learning (ML) solutions Scope 1 emissions were 0.49 million Improve energy usage efficiency using simulation tools, renewable energy capacity by 2030.",LSE_RIGD_2022_esg.jsonl,2022
vision,LSE_RIGD_ESG,True,False,"carbon intensity per TB of data in oil fields, repurposed petcoke tonnes of CO and Scope 2 emissions deploying best practices, and upgrading equipment 2 Reliance has committed to enable at usage with the right energy systems gasification to utilise synthesis gas were 3.36 million tonnes of CO .",LSE_RIGD_2022_esg.jsonl,2022
vision,LSE_RIGD_ESG,True,False,"areas turn off their ignitions, reducing achieving its carbon reduction goals with sources that have minimal Reduce carbon intensity by judicious selection of energy emissions, noise levels and fuel and Net Zero emissions milestone.",LSE_RIGD_2022_esg.jsonl,2022
vision,LSE_RIGD_ESG,True,False,"Packaging Design Approach swapping service under Vehicle as a scale continuous catalytic pyrolysis Service (VaaS) model with Swiggy, so on responsible and efficient • Waste to Road (W2R): Reliance has Reliance Jewels uses carry bags Targeted for Sustainable technology.",LSE_RIGD_2022_esg.jsonl,2022
vision,LSE_RIGD_ESG,True,False,"The philosophy to reduce freshwater its commitment to be Net Company has employed mechanised dependence, the Company has crate washers at fruits and vegetable Zero by 2035, it is investing commissioned state-of-the-art processing centres that have reduced heavily across all the levers technologies to reduce specific the consumption of water.",LSE_RIGD_2022_esg.jsonl,2022
other,LSE_RIGD_ESG,True,False,"Additionally, the E&P vertical The Company has planned Reliance continues to focus on polymer place of single bag is made replacing packaging reported on 5.25 million kilolitre of maximising wastewater recyclability significant investments in use plastic bags from R Elan Green conventional produced water.",LSE_RIGD_2022_esg.jsonl,2022
other,LSE_RIGD_ESG,True,False,"Rainwater & Inflated Air BY SOURCE harvesting capacities are being help India and the world Packaging augmented to 3,17,669 kL across (%) transition to clean and Recycle Reuse Reuse Recycle Reduce Recycle RIL.",LSE_RIGD_2022_esg.jsonl,2022
marketing,LSE_RIGD_ESG,True,False,"Global provide necessary policy and Our recognitions non-compliance, and violations of increase the diversity in the thought-leaders and new energy operating framework for execution its Code of Conduct, Reliance has • Reliance has been recognised • Reliance has been featured in workforce.",LSE_RIGD_2022_esg.jsonl,2022
governance,LSE_RIGD_ESG,True,False,"Throughout the Board level Human Resources, of Denmark’s Department of year, Reliance organised numerous Nomination and Remuneration Wind Energy), Dr. Martin Green employee volunteering activities to Committee periodically reviews and (Professor at University of provide them with a meaningful and evaluates overall human resources New South Wales, Australia), gratifying experience.",LSE_RIGD_2022_esg.jsonl,2022
vision,LSE_RIGD_ESG,True,False,Committed to Growing with Care for the Planet digital divide in India is a testimony stores milestone Jio partners with globally established Reliance believes that the global new energy agenda needs to move to the Company’s focus on digital and new age platforms across the technologies.,LSE_RIGD_2022_esg.jsonl,2022
other,LSE_RIGD_ESG,True,False,"During FY 2021-22, it Google Cloud with increased Company operates in consumer the new energy ecosystem.",LSE_RIGD_2022_esg.jsonl,2022
other,LSE_RIGD_ESG,True,False,"These Understandable and straightforward check dams, agricultural ponds including critical support for water Cultivate three or more types initiatives to bridge the gender digital Giving Sight, Giving information in vernacular languages and open wells.",LSE_RIGD_2022_esg.jsonl,2022
other,LSE_RIGD_ESG,True,False,"The people resources and their expertise and increase their economic value including students from Reliance circular economy of reduce, total sale of e-waste including used available within the organisation. has always been the focus of the Foundation schools.",LSE_RIGD_2022_esg.jsonl,2022
metric,LSE_RIGD_ESG,True,True,Overall residents having the primary farming households that have i. Strengthening of Gram Impact Assessment Study i. 93% respondents reported source of water within 200 M b. Role,LSE_RIGD_2022_esg.jsonl,2022
other,LSE_RIGD_ESG,True,False,Efficacy of limited livelihood options through Panchayats (GP) as an of Water Based Initiatives improvements in their from their homes.,LSE_RIGD_2022_esg.jsonl,2022
other,LSE_RIGD_ESG,True,False,"the members are actively for synergies/capacitating strengthened FPOs to job) as the trainees could find Average annual gross income a. Programme Approach contributing to their community in water resources, lead improved livelihoods, viable local jobs.",LSE_RIGD_2022_esg.jsonl,2022
other,LSE_RIGD_ESG,True,False,This confidence management and critical ` enhanced income as well as to be 1.08 lakhs; which was interventions ensured through is reflected in their savings support for water harvesting and benefits of collectivization.,LSE_RIGD_2022_esg.jsonl,2022
other,LSE_RIGD_ESG,True,False,plastics (circular economy) Particulars of Energy • Improve the usage efficiency • Direct blending of Crude • CP-10 and PTA-1 CT Cooling tower fans replaced with energy efficient fans.,LSE_RIGD_2022_esg.jsonl,2022
other,LSE_RIGD_ESG,True,False,"with a focus on establishing and climate resilience, better production irrigation for agriculture and ultimately resources and enabled raising awareness during Gram Sabha • promoting resilient and self-reliant practices from agriculture and improves the quantity and quality of 114 low cost community water pathways to collectivisation, meetings, preparing Gram Panchayat rural communities.",LSE_RIGD_2023_esg.jsonl,2023
other,LSE_RIGD_ESG,True,False,"of resources, mainly water; Panchayats and local functionaries existing water infrastructure to empowered communities with challenges in a post-pandemic world, approach and with the support of for effective implementation of plans.",LSE_RIGD_2023_esg.jsonl,2023
other,LSE_RIGD_ESG,True,False,"48 organisations to improve functional street side beggars, homeless workers, More than one lakh devotees were efficiency and effectiveness and is construction workers, differently abled provided with the essential facilities expected to increase understanding senior citizens and many such people like food, water, medicinal support & about roles & responsibilities of in need.",LSE_RIGD_2023_esg.jsonl,2023
governance,LSE_RIGD_ESG,True,False,"self-governance and collective Reliance Foundation supported of animals in need of medical the year leading to reduce costs and • action towards climate resilient Over 58,800 youth and children the West Bengal Zoo Authority to treatment.",LSE_RIGD_2023_esg.jsonl,2023
other,LSE_RIGD_ESG,True,False,"Physical risks impact through concerted carbon aligns with national / global environmental Thus, water availability may withdrawal and consumption in line availability of these vital resources in the include climate-related events footprint reduction efforts.",LSE_RIGD_2024_esg.jsonl,2024
other,LSE_RIGD_ESG,True,False,"creation of renewable energy sources solar and wind power diversify the energy needs to map and manage the and minimising external discharge Recognising this, the Company is Transitional risks stem from and eco-friendly materials, alongside portfolio.",LSE_RIGD_2024_esg.jsonl,2024
other,LSE_RIGD_ESG,True,False,"This comprehensive approach gain prominence, RIL’s investments in is socially equitable and measures, including monitoring usage, non-renewable resources.",LSE_RIGD_2024_esg.jsonl,2024
vision,LSE_RIGD_ESG,True,False,The Company The Company is strategically investing 6 | Ecosystem and Biodiversity ensures that both employees and in emission reduction technologies and contractors are consistently educated enhancing energy efficiency across It becomes imperative for Reliance is committed to contributing The loss of ecosystem and biodiversity through ongoing training and refresher operations.,LSE_RIGD_2024_esg.jsonl,2024
other,LSE_RIGD_ESG,True,False,"The Company ensures compliance to evolving legislation, pollution prevention ecosystem and biodiversity A detailed impact assessment is requirements related to preservation of strategies, and waste minimisation issues as non-compliance with conducted for projects wherein ecosystem biodiversity.",LSE_RIGD_2024_esg.jsonl,2024
vision,LSE_RIGD_ESG,True,False,The Company practices will slow down the shift to emphasis on their mental and statement “Safety of persons overrides Company is committed to continuous is important to innovate and has a structured process to manage a low-carbon economy.,LSE_RIGD_2024_esg.jsonl,2024
other,LSE_RIGD_ESG,True,False,regulatory and litigation risks and reduce waste generation and promote the safety and well-being of its human actively sought and incorporated into our associated costs.,LSE_RIGD_2024_esg.jsonl,2024
vision,LSE_RIGD_ESG,True,False,"Yes commitments, goals and to enhancing resource efficiency and energy conservation.",LSE_RIGD_2024_esg.jsonl,2024
other,LSE_RIGD_ESG,True,False,RIL’s investment in carbon capture and utilisation technology and/or significant and international codes/ on Responsible Business Conduct (NGRBC)* strides in harnessing photosynthetic biological pathways will play a pivotal role in utilising CO as a 2 certifications/labels/standards valuable resource.,LSE_RIGD_2024_esg.jsonl,2024
vision,LSE_RIGD_ESG,True,False,"The goal of achieving Net Carbon Zero operations by 2035, ISO 9001, GRI Standard 2021, National Guidelines on Responsible Business Conduct P4 achievements (listed entity supported by its decarbonisation strategy, shapes RIL’s transformative journey.",LSE_RIGD_2024_esg.jsonl,2024
vision,LSE_RIGD_ESG,True,False,"Specific commitments, goals The Company targets to become Net Carbon Zero by 2035 by deploying further resources - 3.",LSE_RIGD_2024_esg.jsonl,2024
governance,LSE_RIGD_ESG,True,False,"Committee of the Board in consultation with The Company considers the Net Carbon Zero target as its moral responsibility to protect the earth concerned stakeholders, wherever required.",LSE_RIGD_2024_esg.jsonl,2024
vision,LSE_RIGD_ESG,True,False,The Company will continue to upgrade the strategy and roadmap with an endeavour to achieve Net Carbon Zero target sooner than 2035.,LSE_RIGD_2024_esg.jsonl,2024
vision,LSE_RIGD_ESG,True,False,"This commitment is reinforced through policies such as the Code of Conduct, Corporate Social Responsible businesses must adopt safe, resource-efficient Responsibility Policy, Health, Safety & Environment Policy and low carbon technologies to design, manufacture, and Business Partner Code of Conduct to imbibe their goals.",LSE_RIGD_2024_esg.jsonl,2024
vision,LSE_RIGD_ESG,True,False,"D escribe the processes in place to safely Plus) certification as per mass balance approach, reclaim your products for reusing, recycling enabling it to produce circular polymers by and disposing at the end of life, for (a) processing waste plastic pyrolysis oil.",LSE_RIGD_2024_esg.jsonl,2024
